City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
255,polyarnyy,69.1989,33.4478,9.210000000000036,91,25,3.23,RU,1722724140
256,fort mcmurray,56.7268,-111.381,18.730000000000018,68,100,5.66,CA,1722724142
257,okhotsk,59.3833,143.3,14.75,72,26,0.89,RU,1722724143
258,tindouf,27.6711,-8.1474,38.25,13,27,1.03,DZ,1722724144
259,hammerfest,70.6634,23.6821,16.25,67,19,1.03,NO,1722724147
260,calvinia,-31.4707,19.776,11.07000000000005,27,44,3.74,ZA,1722724148
261,piwniczna-zdroj,49.4406,20.7142,13.310000000000002,79,94,1.38,PL,1722724149
262,pambujan,12.5642,124.9276,25.420000000000016,93,97,2.87,PH,1722724151
263,san luis de la loma,17.2706,-100.8939,29.590000000000032,66,100,3.1,MX,1722724152
264,ordynskoye,54.3656,81.8994,17.450000000000045,98,100,3.66,RU,1722724153
265,adrar,20.5022,-10.0711,29.54000000000002,51,89,7.19,MR,1722724154
266,baruun-urt,46.6806,113.2792,17.420000000000016,80,96,4.84,MN,1722724155
267,keflavik,64.0049,-22.5624,13.950000000000045,82,75,4.12,IS,1722724156
268,windhoek,-22.5594,17.0832,16.170000000000016,35,0,0.45,NA,1722724157
269,newman,37.3138,-121.0208,40.03000000000003,15,24,2.47,US,1722724158
270,santana,-0.0583,-51.1817,30.100000000000023,70,0,1.54,BR,1722724159
271,sitka,57.0531,-135.33,17.939999999999998,63,40,6.17,US,1722724161
272,gogrial,8.5332,28.1004,25.420000000000016,71,42,1.67,SS,1722724162
273,yicheng,31.3705,119.8703,28.58000000000004,74,100,2.45,CN,1722724163
274,maracaju,-21.6144,-55.1683,27.82000000000005,27,12,3.15,BR,1722724164
275,rurrenabaque,-14.4413,-67.5278,28.939999999999998,65,20,2.57,BO,1722724165
276,dudhi,24.2167,83.25,24.760000000000048,92,100,5.12,IN,1722724166
277,conversano,40.9662,17.1148,25.410000000000025,68,89,4.77,IT,1722724167
278,inhambane,-23.865,35.3833,20.360000000000014,85,0,3.69,MZ,1722724168
